0	1.23842 	-1.83887 	2.9414 	-0.0591685 	-0.107672 	-0.00862207 	
0.005	2.06713 	-3.05465 	4.86786 	-0.0979534 	-0.178389 	-0.01442 	
0.01	2.74013 	-4.07909 	6.51357 	-0.130995 	-0.238622 	-0.0191237 	
0.015	3.3357 	-4.94602 	7.91917 	-0.159317 	-0.289818 	-0.0228194 	
0.02	3.82214 	-5.70637 	9.11807 	-0.182224 	-0.333946 	-0.0260485 	
0.025	3.06108 	-4.48959 	7.23348 	-0.145995 	-0.26535 	-0.0195267 	
0.03	2.6092 	-3.85148 	6.14793 	-0.124917 	-0.224809 	-0.0181375 	
0.035	2.28367 	-3.25568 	5.27041 	-0.106912 	-0.193905 	-0.0126873 	
0.04	1.70965 	-2.86417 	4.58794 	-0.093694 	-0.166337 	-0.0168971 	
0.045	1.52036 	-2.43688 	3.91706 	-0.0811416 	-0.142417 	-0.0137674 	
0.05	1.31766 	-2.09669 	3.34128 	-0.0703378 	-0.121777 	-0.0121502 	
0.055	1.13928 	-1.77067 	2.84008 	-0.0601964 	-0.103651 	-0.00978624 	
0.06	1.01534 	-1.5155 	2.44183 	-0.0521678 	-0.0897069 	-0.00797039 	
0.065	0.883882 	-1.27138 	2.12721 	-0.0456734 	-0.0786001 	-0.00557495 	
0.07	0.77786 	-1.1077 	1.8165 	-0.0400885 	-0.0669444 	-0.00581926 	
0.075	0.706575 	-0.947997 	1.5666 	-0.0354655 	-0.0580655 	-0.0048331 	
0.08	0.628958 	-0.814046 	1.36667 	-0.0317138 	-0.0513855 	-0.00342422 	
0.085	0.576265 	-0.706972 	1.18461 	-0.0283218 	-0.0450546 	-0.00317948 	
0.09	0.516011 	-0.600757 	1.02807 	-0.02519 	-0.0392425 	-0.00238692 	
0.095	0.486053 	-0.51854 	0.899128 	-0.0229125 	-0.0346529 	-0.00200804 	
0.1	0.422919 	-0.454839 	0.802649 	-0.0213314 	-0.0310266 	-0.00192041 	
0.105	0.394682 	-0.391349 	0.719934 	-0.0198775 	-0.0281374 	-0.00142889 	
0.11	0.363817 	-0.351984 	0.639172 	-0.0188539 	-0.0248545 	-0.00187128 	
0.115	0.356441 	-0.314033 	0.559756 	-0.0172441 	-0.0221952 	-0.00168989 	
0.12	0.336669 	-0.26121 	0.499719 	-0.0162257 	-0.0201366 	-0.00101553 	
0.125	0.327009 	-0.226104 	0.456752 	-0.0153978 	-0.0188913 	-0.000698594 	
0.13	0.293928 	-0.192285 	0.427773 	-0.0149342 	-0.0177205 	-0.000528402 	
0.135	0.287592 	-0.181372 	0.381239 	-0.0142766 	-0.0162405 	-0.00098158 	
0.14	0.266936 	-0.185313 	0.345949 	-0.0140623 	-0.0148526 	-0.00180705 	
0.145	0.244053 	-0.182451 	0.335361 	-0.0139886 	-0.0144809 	-0.00250638 	
0.15	0.241637 	-0.177401 	0.334196 	-0.014023 	-0.0145695 	-0.00262337 	
0.155	0.218499 	-0.160585 	0.319209 	-0.01361 	-0.0136281 	-0.00269354 	
0.16	0.193373 	-0.168302 	0.3127 	-0.0140941 	-0.0132927 	-0.00373541 	
0.165	0.189168 	-0.173781 	0.314856 	-0.0141526 	-0.0132944 	-0.00400439 	
0.17	0.206126 	-0.18193 	0.304728 	-0.0143814 	-0.012884 	-0.00481331 	
0.175	0.205433 	-0.197209 	0.311944 	-0.0146408 	-0.0129513 	-0.00546078 	
0.18	0.200283 	-0.187768 	0.32409 	-0.0147334 	-0.0136346 	-0.00490585 	
0.185	0.175261 	-0.194601 	0.326625 	-0.0151293 	-0.0133919 	-0.00578377 	
0.19	0.172451 	-0.209902 	0.322081 	-0.0154589 	-0.0129069 	-0.0066623 	
0.195	0.175202 	-0.211594 	0.325439 	-0.015616 	-0.0129918 	-0.00704908 	
0.2	0.166617 	-0.20909 	0.329758 	-0.015712 	-0.0131915 	-0.00684749 	
0.205	0.154274 	-0.227561 	0.33036 	-0.0163636 	-0.0130533 	-0.00789516 	
0.21	0.166119 	-0.215192 	0.325731 	-0.0162431 	-0.0132605 	-0.00729867 	
0.215	0.179401 	-0.227162 	0.338258 	-0.0167542 	-0.0136024 	-0.00770753 	
0.22	0.175253 	-0.222293 	0.350763 	-0.0172459 	-0.0137885 	-0.00774854 	
0.225	0.194517 	-0.224337 	0.34153 	-0.0169775 	-0.0135993 	-0.00788711 	
0.23	0.191329 	-0.239065 	0.344153 	-0.0173804 	-0.0136599 	-0.00858336 	
0.235	0.19327 	-0.271272 	0.369336 	-0.0182032 	-0.0143194 	-0.00963904 	
