0	1.24326 	-1.84779 	2.95277 	-0.0592529 	-0.107256 	-0.00891433 	
0.005	2.0437 	-3.05306 	4.88831 	-0.0980931 	-0.177493 	-0.0145385 	
0.01	2.73266 	-4.08664 	6.53984 	-0.131098 	-0.237357 	-0.0195317 	
0.015	3.10777 	-5.09667 	8.02548 	-0.161937 	-0.288861 	-0.0316586 	
0.02	3.47284 	-5.91463 	9.25189 	-0.187251 	-0.331327 	-0.040522 	
0.025	4.04914 	-6.52569 	10.2979 	-0.208437 	-0.371342 	-0.0400687 	
0.03	4.42908 	-7.0474 	11.1503 	-0.225583 	-0.40229 	-0.0417782 	
0.035	4.79218 	-7.55551 	11.8625 	-0.241078 	-0.428811 	-0.0452002 	
0.04	5.13118 	-7.89461 	12.4776 	-0.252484 	-0.452455 	-0.0433415 	
0.045	4.13093 	-6.40034 	10.064 	-0.204262 	-0.365193 	-0.0360021 	
0.05	3.64818 	-5.47882 	8.54728 	-0.173984 	-0.312645 	-0.0288787 	
0.055	3.07718 	-4.70194 	7.2758 	-0.148075 	-0.265225 	-0.0263589 	
0.06	2.63536 	-4.04305 	6.21848 	-0.126764 	-0.226962 	-0.0232861 	
0.065	2.24288 	-3.45839 	5.31346 	-0.108054 	-0.194192 	-0.0198961 	
0.07	1.96863 	-2.97687 	4.51438 	-0.0924946 	-0.165478 	-0.0179393 	
0.075	1.69274 	-2.55836 	3.84848 	-0.0789396 	-0.141415 	-0.0159058 	
0.08	1.44956 	-2.21859 	3.28513 	-0.0677737 	-0.121193 	-0.0145292 	
0.085	1.24476 	-1.92072 	2.80085 	-0.0579165 	-0.103761 	-0.0132342 	
0.09	1.07937 	-1.67167 	2.38297 	-0.0497667 	-0.0881872 	-0.012753 	
0.095	0.936714 	-1.4522 	2.03085 	-0.0425775 	-0.075433 	-0.0117531 	
0.1	0.812625 	-1.24075 	1.74244 	-0.0364913 	-0.0651511 	-0.00975144 	
0.105	0.700702 	-1.07877 	1.49366 	-0.0313427 	-0.0560786 	-0.00908747 	
0.11	0.589011 	-0.964624 	1.26253 	-0.0272426 	-0.0466302 	-0.0100886 	
0.115	0.503636 	-0.852895 	1.0803 	-0.0236901 	-0.0402866 	-0.00952403 	
0.12	0.418237 	-0.759474 	0.949652 	-0.0210661 	-0.0354287 	-0.00916993 	
0.125	0.338981 	-0.697643 	0.820586 	-0.0188729 	-0.0298629 	-0.0102746 	
0.13	0.272049 	-0.620503 	0.71157 	-0.0165877 	-0.0257679 	-0.0102473 	
0.135	0.226046 	-0.576504 	0.636009 	-0.0154536 	-0.023169 	-0.010162 	
0.14	0.175806 	-0.531074 	0.554327 	-0.0142107 	-0.0201281 	-0.0104343 	
0.145	0.134404 	-0.512481 	0.482599 	-0.013543 	-0.0170354 	-0.0116725 	
0.15	0.10229 	-0.48534 	0.435248 	-0.0130322 	-0.0150744 	-0.012067 	
0.155	0.0679252 	-0.463806 	0.40278 	-0.0121259 	-0.0138365 	-0.0122381 	
0.16	0.0449839 	-0.445331 	0.375906 	-0.0118995 	-0.0126778 	-0.0126819 	
0.165	0.00824164 	-0.444711 	0.334549 	-0.0116703 	-0.0106455 	-0.0141048 	
0.17	-0.0194137 	-0.430818 	0.309484 	-0.0109951 	-0.00980527 	-0.0138261 	
0.175	-0.021852 	-0.425132 	0.302628 	-0.0112721 	-0.0100053 	-0.0139049 	
0.18	-0.0489166 	-0.415412 	0.281337 	-0.0109185 	-0.00891829 	-0.0142945 	
0.185	-0.0611907 	-0.416702 	0.258457 	-0.0110866 	-0.00764932 	-0.0154689 	
0.19	-0.0462491 	-0.38882 	0.265153 	-0.01048 	-0.00874861 	-0.013719 	
0.195	-0.0525862 	-0.397502 	0.265981 	-0.0106186 	-0.00886732 	-0.0141393 	
0.2	-0.0413609 	-0.405067 	0.238791 	-0.0105782 	-0.00773021 	-0.0148088 	
0.205	-0.0569443 	-0.402119 	0.237131 	-0.0107977 	-0.00758274 	-0.015153 	
0.21	-0.0648943 	-0.417697 	0.253818 	-0.0116427 	-0.00826316 	-0.0157391 	
0.215	-0.0613335 	-0.402177 	0.25436 	-0.0111886 	-0.00822539 	-0.015285 	
0.22	-0.0599988 	-0.42818 	0.251752 	-0.0121261 	-0.00774733 	-0.0168334 	
0.225	-0.0610536 	-0.446646 	0.250861 	-0.0124061 	-0.00743772 	-0.0179895 	
0.23	-0.0668889 	-0.451635 	0.264033 	-0.0127648 	-0.00815397 	-0.0176702 	
0.235	-0.0490296 	-0.455828 	0.269339 	-0.0128283 	-0.00863519 	-0.0177496 	
0.24	-0.0388587 	-0.458329 	0.268032 	-0.0128056 	-0.00861462 	-0.0179571 	
0.245	-0.0406874 	-0.461123 	0.276453 	-0.0133261 	-0.00855892 	-0.0180148 	
